idrelatorio,data,descricao,idutilizador,idalerta
1610,2026-06-02 21:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 43.58.,3,1610
1611,2026-06-02 21:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 34.03.,2,1611
1612,2026-06-02 22:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 67.70.,2,1612
1613,2026-06-02 22:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 44.01.,3,1613
1614,2026-06-02 22:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 31.58.,1,1614
1615,2026-06-02 23:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 45.19.,3,1615
1616,2026-06-03 00:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 31.24.,3,1616
1617,2026-06-03 02:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 61.30.,3,1617
1618,2026-06-03 03:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 50.35.,2,1618
1619,2026-06-03 03:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 19.24.,3,1619
1620,2026-06-03 04:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 54.93.,1,1620
1621,2026-06-03 04:15:00,Relatório automático do alerta Vermelho. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 54.14.,3,1621
1622,2026-06-03 05:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 69.56.,1,1622
1623,2026-06-03 05:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 46.72.,1,1623
1624,2026-06-03 06:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 64.88.,3,1624
1625,2026-06-03 06:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 22.50.,2,1625
1626,2026-06-03 06:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 46.88.,1,1626
1627,2026-06-03 07:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 68.40.,3,1627
1628,2026-06-03 07:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 43.26.,3,1628
1629,2026-06-03 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 25.40.,3,1629
1630,2026-06-03 08:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 46.17.,1,1630
1631,2026-06-03 09:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 44.08.,1,1631
1632,2026-06-03 09:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 23.50.,3,1632
1633,2026-06-03 09:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 41.93.,2,1633
1634,2026-06-03 10:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 49.36.,2,1634
1635,2026-06-03 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 73.04.,3,1635
1636,2026-06-03 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 65.30.,3,1636
1637,2026-06-03 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 66.27.,2,1637
1638,2026-06-03 12:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 19.61.,3,1638
1639,2026-06-03 13:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 59.15.,3,1639
1640,2026-06-03 13:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 23.53.,3,1640
1641,2026-06-03 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 32.02.,3,1641
1642,2026-06-03 14:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 58.02.,2,1642
1643,2026-06-03 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 20.83.,1,1643
1644,2026-06-03 15:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 62.13.,1,1644
1645,2026-06-03 15:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 18.09.,3,1645
1646,2026-06-03 16:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.06.,1,1646
1647,2026-06-03 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 25.24.,2,1647
1648,2026-06-03 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 23.80.,3,1648
1649,2026-06-03 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.39.,3,1649
1650,2026-06-03 18:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 68.57.,3,1650
1651,2026-06-03 18:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 20.15.,2,1651
1652,2026-06-03 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 22.31.,3,1652
1653,2026-06-03 19:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 60.51.,2,1653
1654,2026-06-03 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.53.,3,1654
1655,2026-06-03 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 21.62.,2,1655
1656,2026-06-03 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.06.,2,1656
1657,2026-06-03 20:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 62.87.,1,1657
1658,2026-06-03 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 25.32.,1,1658
1659,2026-06-03 21:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 26.56.,2,1659
1660,2026-06-03 21:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 61.66.,2,1660
1661,2026-06-03 22:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.98.,3,1661
1662,2026-06-03 22:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 58.80.,1,1662
1663,2026-06-03 22:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 20.27.,1,1663
1664,2026-06-03 23:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 58.76.,1,1664
1665,2026-06-04 00:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 39.07.,1,1665
1666,2026-06-04 01:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 20.66.,2,1666
1667,2026-06-04 01:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 35.97.,1,1667
1668,2026-06-04 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 22.54.,2,1668
1669,2026-06-04 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.19.,2,1669
1670,2026-06-04 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.43.,2,1670
1671,2026-06-04 03:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.66.,2,1671
1672,2026-06-04 04:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 33.03.,2,1672
1673,2026-06-04 04:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 30.08.,2,1673
1674,2026-06-04 05:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 52.36.,2,1674
1675,2026-06-04 05:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 60.58.,1,1675
1676,2026-06-04 06:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 30.31.,3,1676
1677,2026-06-04 06:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 44.92.,2,1677
1678,2026-06-04 06:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 34.36.,2,1678
1679,2026-06-04 06:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 43.35.,1,1679
1680,2026-06-04 07:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 44.22.,2,1680
1681,2026-06-04 07:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 61.47.,2,1681
1682,2026-06-04 07:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 32.28.,3,1682
1683,2026-06-04 07:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 45.71.,3,1683
1684,2026-06-04 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 38.95.,3,1684
1685,2026-06-04 08:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 59.14.,2,1685
1686,2026-06-04 08:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 40.53.,2,1686
1687,2026-06-04 09:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 41.00.,1,1687
1688,2026-06-04 09:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 64.80.,3,1688
1689,2026-06-04 09:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 34.63.,2,1689
1690,2026-06-04 09:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 40.54.,2,1690
1691,2026-06-04 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 84.00.,3,1691
1692,2026-06-04 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 63.74.,1,1692
1693,2026-06-04 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 37.65.,1,1693
1694,2026-06-04 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 39.86.,2,1694
1695,2026-06-04 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 71.50.,1,1695
1696,2026-06-04 11:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 42.15.,1,1696
1697,2026-06-04 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.00.,3,1697
1698,2026-06-04 12:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 40.30.,2,1698
1699,2026-06-04 12:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 39.01.,3,1699
1700,2026-06-04 12:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 15.25.,2,1700
1701,2026-06-04 13:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 82.79.,3,1701
1702,2026-06-04 13:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 19.05.,1,1702
1703,2026-06-04 14:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.00.,2,1703
1704,2026-06-04 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.01.,2,1704
1705,2026-06-04 14:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 40.49.,1,1705
1706,2026-06-04 15:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.00.,2,1706
1707,2026-06-04 15:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 17.19.,1,1707
1708,2026-06-04 16:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 65.49.,1,1708
1709,2026-06-04 16:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 23.99.,3,1709
1710,2026-06-04 16:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 28.94.,3,1710
1711,2026-06-04 17:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 62.79.,1,1711
1712,2026-06-04 17:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 26.35.,1,1712
1713,2026-06-04 18:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 60.73.,3,1713
1714,2026-06-04 18:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 16.59.,1,1714
1715,2026-06-04 19:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 16.98.,1,1715
1716,2026-06-04 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.72.,2,1716
1717,2026-06-04 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 23.02.,1,1717
1718,2026-06-04 20:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 29.63.,1,1718
1719,2026-06-04 21:15:00,Relatório automático do alerta Vermelho. Razões principais: Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 56.22.,2,1719
1720,2026-06-04 21:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 48.72.,1,1720
1721,2026-06-04 22:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 45.40.,3,1721
1722,2026-06-04 22:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 20.81.,1,1722
1723,2026-06-04 23:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 45.88.,3,1723
1724,2026-06-04 23:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 21.14.,3,1724
1725,2026-06-05 00:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 48.11.,1,1725
1726,2026-06-05 00:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 21.03.,1,1726
1727,2026-06-05 01:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 74.49.,3,1727
1728,2026-06-05 01:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 23.29.,3,1728
1729,2026-06-05 01:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 41.23.,2,1729
1730,2026-06-05 02:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 71.14.,2,1730
1731,2026-06-05 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 36.82.,1,1731
1732,2026-06-05 02:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 21.01.,1,1732
1733,2026-06-05 03:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 30 e 40 mm nas últimas 6 horas. Score de risco: 47.31.,2,1733
1734,2026-06-05 04:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 82.94.,3,1734
1735,2026-06-05 04:15:00,Relatório automático do alerta Verde. Razões principais: Valores abaixo dos limites iniciais. Score de risco: 23.04.,3,1735
1736,2026-06-05 04:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 21.93.,1,1736
1737,2026-06-05 05:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.40.,2,1737
1738,2026-06-05 05:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 24.78.,3,1738
1739,2026-06-05 06:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 67.99.,2,1739
1740,2026-06-05 06:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 27.29.,2,1740
1741,2026-06-05 07:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 51.06.,1,1741
1742,2026-06-05 07:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 73.33.,3,1742
1743,2026-06-05 07:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 33.33.,3,1743
1744,2026-06-05 08:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 85% e 90%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 55.67.,1,1744
1745,2026-06-05 08:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 78.72.,1,1745
1746,2026-06-05 09:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 50.58.,1,1746
1747,2026-06-05 09:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 75.75.,1,1747
1748,2026-06-05 10:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.00.,1,1748
1749,2026-06-05 10:15:00,Relatório automático do alerta Amarelo. Razões principais: Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 25.63.,2,1749
1750,2026-06-05 11:15:00,Relatório automático do alerta Laranja. Razões principais: Precipitação prevista entre 21 e 40 mm na próxima hora. Score de risco: 33.76.,3,1750
1751,2026-06-05 11:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Score de risco: 69.00.,3,1751
1752,2026-06-05 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Precipitação prevista superior a 40 mm na próxima hora. Score de risco: 58.58.,3,1752
1753,2026-06-05 12:15:00,Relatório automático do alerta Vermelho. Razões principais: Nível de água superior ou igual a 90%. Precipitação acumulada superior a 60 mm nas últimas 6 horas. Precipitação prevista entre 10 e 20 mm na próxima hora. Score de risco: 73.71.,2,1753
1754,2026-06-05 13:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 46.69.,1,1754
1755,2026-06-05 13:15:00,Relatório automático do alerta Laranja. Razões principais: Nível de água entre 70% e 85%. Precipitação acumulada entre 41 e 60 mm nas últimas 6 horas. Score de risco: 46.72.,2,1755
